product_id,title,assigned_leaf_id,assigned_leaf_name,assigned_leaf_path,top_level_id,top_level_name,score,top3_leaf_ids,top3_leaf_names,top3_scores,needs_review,review_reason
B01BPQDG62,"PneumaticPlus PPR2-N02BG-2 Miniature Air Pressure Regulator 1/4"" NPT - Gauge, Bracket, Instrument Pressure (3-30 PSI)",wheels_and_tires_tires,Tires,Products > Automotive Products > Automotive Wheels and Tires > Tires,automotive_products,Automotive Products,0.268,wheels_and_tires_tires|engine_parts_fuel_system|power_tools_drills,Tires|Fuel Components|Power Drills,0.2680|0.2028|0.2008,true,low_confidence
B07TYKL6MH,"ReachMe Womens Oversized Off The Shoulder Tops Long Sleeve Waffle Knit Shirt V Neck Pullover Sweater (Khaki,M)",womens_clothing_tops,Women Tops,Products > Clothing > Women's Clothing > Women Tops,clothing,Clothing,0.449,womens_clothing_tops|mens_clothing_outerwear|mens_clothing_shirts,Women Tops|Outerwear|Shirts,0.4490|0.3510|0.3433,false,
B086BFM9ZN,"Real Mushrooms Turkey Tail Mushroom Supplements for Immune Support, Wellness, Vitality | Vegan, Non-GMO Turkey Tail Capsules (200 Capsules / 100 Day Supply)",pet_health_vitamins,Pet Supplements,Products > Pet Products > Pet Health > Pet Supplements,pet_products,Pet Products,0.2723,pet_health_vitamins|pet_food_dry_food|pet_food_treats,Pet Supplements|Dry Food|Treats,0.2723|0.2469|0.1899,true,low_confidence|ambiguous_top2
B01B2FZMFY,"POP Pillows 16""x16"" 40x40cm Christmas Pillow Covers Decorative Throw Pillows Christmas Disney Christmas Holiday Decor",books_children_books_pop_up_books,Pop-Up Books,Products > Books > Children Books > Pop-Up Books,books,Books,0.3403,books_children_books_pop_up_books|pet_accessories_beds|home_goods_decor_wall,Pop-Up Books|Pet Beds|Wall Decor,0.3403|0.2508|0.2468,true,low_confidence
B08L3C6Y87,Skald Thermogenic Fat Burner for Men and Women - Oxydynamic Fat Scorcher for Weight Loss and All-Over Fat Burning Capsules - The Only Fat Burners with Respiratory Support,skin_care_moisturizers,Moisturizers,Products > Cosmetics > Skin Care > Moisturizers,cosmetics,Cosmetics,0.1958,skin_care_moisturizers|skin_care_cleansers|womens_clothing_activewear,Moisturizers|Cleansers|Activewear,0.1958|0.1883|0.1765,true,low_confidence|ambiguous_top2
B07L3YYPZN,"My Arcade Mini Player 10 Inch Arcade Machine: 20 Built In Games, Fully Playable, Pac-Man, Galaga, Mappy and More, 4.25 Inch Color Display, Speakers, Volume Controls, Headphone Jack, Micro USB Powered",toys_board_games_card_games,Card Games,Products > Toys > Board Games > Card Games,toys,Toys,0.4417,toys_board_games_card_games|toys_board_games_dice_games|toys_board_games_party_games,Card Games|Dice Games|Party Games,0.4417|0.3572|0.3451,false,
B06XXND116,iFrame (Black) – Turn Your iPad into a Beautiful Interactive Digital Picture Frame – Perfect at Home or Work - Includes Table Stand and Wall Mount for All 9.7” iPads,smartphones_screen_protectors,Screen Protectors,Products > Electronics > Smartphones > Screen Protectors,electronics,Electronics,0.3018,smartphones_screen_protectors|televisions_streaming_devices|televisions_mounts,Screen Protectors|Streaming Devices|TV Mounts,0.3018|0.2807|0.2772,true,low_confidence|ambiguous_top2
B081YMYP6T,CAGOS Bracelet Beadeds Compatible with Apple Watch Band 38mm 40mm 41mm Series 7 SE/6/5/4/3/2/1 Cute Handmade Elastic Stretch Beaded Strap Replacement with Stainless Steel Adapter for iWatch Amber,accessories_watches,Dress Watches,Products > Clothing > Fashion Accessories > Dress Watches,clothing,Clothing,0.4068,accessories_watches|accessories_belts|headphones_earbuds,Dress Watches|Belts|Earbuds,0.4068|0.2489|0.1972,false,
B07SRDZPN2,Jerry & Maggie - Tempered Glass Computer Desk Strength Sturdy Surface Laptop Desk Dinning Cocktail Table USB Accessory Attribute Professional Office Desk Modern Plain Legs Personal Workstation Black,computers_desktops,Desktops,Products > Electronics > Computers > Desktops,electronics,Electronics,0.368,computers_desktops|computers_laptops|home_goods_furniture_office,Desktops|Laptops|Office Furniture,0.3680|0.3670|0.3628,true,ambiguous_top2
B07FVQPGP8,SWEETV Crystal Wedding Headband Rose Gold Bridal Headpiece for Brides Pearl Hair Vine Rhinestone Hair Accessories for Women,home_goods_decor_candles,Decorative Home Candles,Products > Home Goods > Home Decor > Decorative Home Candles,home_goods,Home Goods,0.3502,home_goods_decor_candles|accessories_hats|home_goods_decor_vases,Decorative Home Candles|Headwear|Decorative Vases,0.3502|0.3449|0.3076,true,ambiguous_top2
B07D36JTKK,"5 Pieces Soap Saver Bag Natural Sisal Exfoliating Soap Pouch for Foaming and Drying The Soap Bars Shower Soap Bag (13.5 x 9 cm, Beige)",accessories_belts,Belts,Products > Clothing > Fashion Accessories > Belts,clothing,Clothing,0.3027,accessories_belts|skin_care_cleansers|camping_gear_sleeping_bags,Belts|Cleansers|Sleeping Bags,0.3027|0.3009|0.2993,true,low_confidence|ambiguous_top2
B08737FP7D,"PetSafe Analog 2 Meal Programmable Pet Feeder, Automatic Dog and Cat Feeder - Dry or Semi-Moist Pet Food Dispenser, Slow Feed Portion Control (3 Cup/16 Ounce Total Capacity), Tamper-Resistant Design",pet_food_wet_food,Wet Food,Products > Pet Products > Pet Food > Wet Food,pet_products,Pet Products,0.5429,pet_food_wet_food|pet_food_treats|pet_food_dry_food,Wet Food|Treats|Dry Food,0.5429|0.4866|0.4829,false,
B000H55IDW,"Yellow Transparent Center Finder for 8 inch Square Round, Octagon and 5-3/4 inch Hexagon Shaped Material Ideal For Woodworkers, Carpenters or Around the Home …",tool_storage_tool_boxes,Tool Boxes,Products > Tools > Tool Storage > Tool Boxes,tools,Tools,0.2464,tool_storage_tool_boxes|home_goods_decor_rugs|home_goods_kitchenware_cookware,Tool Boxes|Home Rugs|Cookware,0.2464|0.2205|0.2177,true,low_confidence|ambiguous_top2
8415325940,Trilogía de la noche (Contemporánea) (Spanish Edition),books_non_fiction_memoir,Memoir,Products > Books > Non-Fiction > Memoir,books,Books,0.2482,books_non_fiction_memoir|books_fiction_mystery|books_children_picture_books,Memoir|Mystery Books|Picture Books,0.2482|0.2166|0.2105,true,low_confidence|ambiguous_top2
B019S3ULQM,"Blink Indoor Home Security Camera System with Motion Detection, HD Video, 2-Year Battery Life and Cloud Storage Included - 2 Camera Kit",cameras_memory_cards,Camera Memory Cards,Products > Electronics > Cameras > Camera Memory Cards,electronics,Electronics,0.381,cameras_memory_cards|vehicle_electronics_batteries|televisions_streaming_devices,Camera Memory Cards|Batteries|Streaming Devices,0.3810|0.3520|0.3233,true,ambiguous_top2
B07D55TDK1,"Rose Gold Balloons and Party Decorations, 18-Inch Rose Gold Confetti Balloon Set for Bachelorette Parties and Bridal Showers (16 Pack)",home_goods_decor_vases,Decorative Vases,Products > Home Goods > Home Decor > Decorative Vases,home_goods,Home Goods,0.4191,home_goods_decor_vases|home_goods_decor_candles|home_goods_decor_lighting,Decorative Vases|Decorative Home Candles|Decorative Lighting,0.4191|0.4086|0.2823,true,ambiguous_top2
B074WHHB28,"MacSports Heavy Duty Steel Frame Collapsible Folding 150 Pound Capacity Outdoor Camping Garden Utility Wagon Yard Cart, Pink",team_sports,Outdoor Team Sports,Products > Outdoor Goods > Outdoor Recreation > Outdoor Team Sports,outdoor_goods,Outdoor Goods,0.386,team_sports|sports_equipment_hiking|outdoor_sports,Outdoor Team Sports|Hiking|Adventure Sports,0.3860|0.3780|0.3653,true,ambiguous_top2
B0875RP1SW,"BLS LED Puck Lights with Remote Control, Wireless Under Cabinet Lighting, Battery Powered Lights, Stick on Lights, Color Changing Lights with Dimmer and Timer, AA Battery Operated Closet Light, 6 Pack",home_goods_decor_lighting,Decorative Lighting,Products > Home Goods > Home Decor > Decorative Lighting,home_goods,Home Goods,0.3313,home_goods_decor_lighting|home_goods_decor_candles|cameras_tripods,Decorative Lighting|Decorative Home Candles|Tripods,0.3313|0.3140|0.2812,true,low_confidence|ambiguous_top2
B07TW77N7Z,"CHENMA Men Cosplay Inuyasha 3D Print Pullover Hoodie Sweatshirt with Front Pocket(3XL,2)",mens_clothing_outerwear,Outerwear,Products > Clothing > Men's Clothing > Outerwear,clothing,Clothing,0.3769,mens_clothing_outerwear|mens_clothing_shirts|accessories_hats,Outerwear|Shirts|Headwear,0.3769|0.3462|0.3063,true,ambiguous_top2
B07RF38WPZ,"mDesign Plastic Jewelry Organizer Storage Station, 1 Drawer, 6 Ring Holders, Tray for Dressing Table, Cosmetic Station, Dresser, Bathroom Vanity Countertop - Holds Earrings, Watches, Bracelets - Clear",tool_storage_tool_boxes,Tool Boxes,Products > Tools > Tool Storage > Tool Boxes,tools,Tools,0.4641,tool_storage_tool_boxes|home_goods_furniture_storage|home_goods_furniture_bedroom,Tool Boxes|Storage Furniture|Bedroom Furniture,0.4641|0.4044|0.3782,false,
B0824FNS5P,"DisplayPort to HDMI HDTV Cable 3 feet, Display Port DP to HDMI Cable Male to Male Adapter 1080P Support Video and Audio - Gold-Plated",televisions_streaming_devices,Streaming Devices,Products > Electronics > Televisions > Streaming Devices,electronics,Electronics,0.3334,televisions_streaming_devices|computers_peripherals|televisions_home_cinema,Streaming Devices|Peripherals|Home Cinema,0.3334|0.2848|0.2707,true,low_confidence|ambiguous_top2
B08814C65N,interjunzhan Automatic Electric Eraser with 20 Eraser Refills Student Stationery School Office Supplies Beige,home_goods_decor_rugs,Home Rugs,Products > Home Goods > Home Decor > Home Rugs,home_goods,Home Goods,0.2892,home_goods_decor_rugs|home_goods_decor_wall|home_goods_decor_wall_art,Home Rugs|Wall Decor|Wall Art,0.2892|0.2492|0.2458,true,low_confidence|ambiguous_top2
B07TLJ44RR,"High Waist Thong Shapewear for Women Tummy Control Thong Girdle Panty Body Shaper Thong Underwear (Black(Light Control), XX-Large)",accessories_belts,Belts,Products > Clothing > Fashion Accessories > Belts,clothing,Clothing,0.4616,accessories_belts|mens_clothing_jeans|womens_clothing_tops,Belts|Jeans|Women Tops,0.4616|0.4409|0.4270,true,ambiguous_top2
B07BHJHTLR,"Obcursco LED Boat Navigation Lights, Boat Bow Light, Marine Boat Navigation lamp. Perfect for Pontoon, Skeeter, Power Boat and Skiff (Black)",home_goods_decor_lighting,Decorative Lighting,Products > Home Goods > Home Decor > Decorative Lighting,home_goods,Home Goods,0.285,home_goods_decor_lighting|home_goods_decor_candles|sports_equipment_fishing,Decorative Lighting|Decorative Home Candles|Fishing,0.2850|0.2403|0.2089,true,low_confidence|ambiguous_top2
B08L99JPVV,"Mechanical Watches for Men,Two-Tone Stainless Steel Waterproof Tourbillon Skeleton Self-Winding Mens Watch Automatic Luminous Calendar Blue Dial Watches Men(No Battery)",accessories_watches,Dress Watches,Products > Clothing > Fashion Accessories > Dress Watches,clothing,Clothing,0.4338,accessories_watches|vehicle_electronics_batteries|sports_equipment_cycling,Dress Watches|Batteries|Outdoor Cycling,0.4338|0.2978|0.2659,false,
B07GXCJ1X1,Polaroid Originals 9007 OneStep 2 VF Instant Camera (Mint) with Film Bundles (Color 600),cameras_memory_cards,Camera Memory Cards,Products > Electronics > Cameras > Camera Memory Cards,electronics,Electronics,0.2732,cameras_memory_cards|cameras_lenses|smartphones_screen_protectors,Camera Memory Cards|Lenses|Screen Protectors,0.2732|0.2563|0.2385,true,low_confidence|ambiguous_top2
B07J6SSTJ3,"La Blanca Women's Standard Triangle Bra Bikini Swimsuit Top, Pink//Sips/Slices, DD",womens_clothing_tops,Women Tops,Products > Clothing > Women's Clothing > Women Tops,clothing,Clothing,0.4306,womens_clothing_tops|mens_clothing_shirts|womens_clothing_activewear,Women Tops|Shirts|Activewear,0.4306|0.4071|0.3884,true,ambiguous_top2
B07RP2WR5B,The Original Ollyball - The Ultimate Indoor & Outdoor Play Ball for Kids and Parents!,team_sports,Outdoor Team Sports,Products > Outdoor Goods > Outdoor Recreation > Outdoor Team Sports,outdoor_goods,Outdoor Goods,0.3734,team_sports|outdoor_sports|toys_board_games_family,Outdoor Team Sports|Adventure Sports|Family Games,0.3734|0.3105|0.2823,false,
B07PZVDNFT,Tigerdoe Peanut Butter & Jelly Costume Set - Couples Costumes - Food Costumes - Costumes for Adults - 2 Pk (PB&J Couples Hats) Purple,kids_clothing_onesies,Baby Onesies,Products > Clothing > Kids Clothing > Baby Onesies,clothing,Clothing,0.3119,kids_clothing_onesies|kids_clothing_toddler_sets|toys_board_games_party_games,Baby Onesies|Toddler Sets|Party Games,0.3119|0.2853|0.2718,true,low_confidence|ambiguous_top2
B071RDY9G9,"Lovedima 20""x40"" LED Stainless Steel Rectangle Shower Head Rain Showerhead Set(With led, Brushed nickel)",accessories_hats,Headwear,Products > Clothing > Fashion Accessories > Headwear,clothing,Clothing,0.2747,accessories_hats|home_goods_decor_vases|home_goods_decor_lighting,Headwear|Decorative Vases|Decorative Lighting,0.2747|0.2591|0.2285,true,low_confidence|ambiguous_top2
B076G7LND4,Relaxing Eye Pillow - Pink Roses,home_goods_decor_vases,Decorative Vases,Products > Home Goods > Home Decor > Decorative Vases,home_goods,Home Goods,0.2471,home_goods_decor_vases|makeup_eyes|pet_food_treats,Decorative Vases|Eye Makeup|Treats,0.2471|0.2442|0.2118,true,low_confidence|ambiguous_top2
B07KBQZBPW,"Carhartt Men's Rugged Flex Rigby Long Sleeve Work Shirt (Regular and Big & Tall Sizes), Gravel, Medium",mens_clothing_outerwear,Outerwear,Products > Clothing > Men's Clothing > Outerwear,clothing,Clothing,0.4284,mens_clothing_outerwear|mens_clothing_shirts|footwear_boots,Outerwear|Shirts|Boots,0.4284|0.4225|0.3400,true,ambiguous_top2
B07TLDPR65,"Detox Tea 28 Day Ultimate Teatox - Morning Boost - Burn Fat and Boost Your Energy, Colon Cleanse, Restore Your Body Natural Balance and Accelerate Weight Loss",skin_care_cleansers,Cleansers,Products > Cosmetics > Skin Care > Cleansers,cosmetics,Cosmetics,0.279,skin_care_cleansers|skin_care_moisturizers|pet_health_vitamins,Cleansers|Moisturizers|Pet Supplements,0.2790|0.1640|0.1552,true,low_confidence
B07HRRJTQG,[UL Listed] 90W Replacement Charger Fit for JBL Boombox 1 Portable Bluetooth Speaker Boombox 2 AC Adapter Power Supply Cord,smartphones_chargers,Phone Chargers,Products > Electronics > Smartphones > Phone Chargers,electronics,Electronics,0.335,smartphones_chargers|headphones_earbuds|smartphones_cases,Phone Chargers|Earbuds|Phone Cases,0.3350|0.3248|0.1903,true,low_confidence|ambiguous_top2
B07MR6MX73,BIRDROCK HOME Hammered Double Wall Round Beverage Tub - 3 Gallons Stainless Steel - Ice Bucket - Metal Drink Cooler - House Party - Handles Small Container,home_goods_kitchenware_dining_sets,Dining Sets,Products > Home Goods > Kitchenware > Dining Sets,home_goods,Home Goods,0.2445,home_goods_kitchenware_dining_sets|home_goods_decor_wall|home_goods_decor_wall_art,Dining Sets|Wall Decor|Wall Art,0.2445|0.2357|0.2327,true,low_confidence|ambiguous_top2
B01HETFQKS,"Bose SoundLink Color II: Portable Bluetooth, Wireless Speaker with Microphone- Soft Black",headphones_wireless,Wireless Audio,Products > Electronics > Headphones > Wireless Audio,electronics,Electronics,0.4071,headphones_wireless|headphones_earbuds|televisions_home_cinema,Wireless Audio|Earbuds|Home Cinema,0.4071|0.3569|0.2945,false,
B00N21UY5A,Luke Kuechly Carolina Panthers Black NFL Youth 2016-17 Season Mid-Tier Jersey (Large 14/16),kids_clothing_school_uniforms,School Uniforms,Products > Clothing > Kids Clothing > School Uniforms,clothing,Clothing,0.3434,kids_clothing_school_uniforms|footwear_sneakers|team_sports,School Uniforms|Sneakers|Outdoor Team Sports,0.3434|0.2177|0.2056,true,low_confidence
B075ZRC2F5,"Case for iPhone 8 Plus,Funny Cute Pop Sound Popping Decompression Bubble Wrap Hybrid Silicone Puchi Puchi Hard Case for Apple iPhone 7 Plus/iPhone 8 Plus (White)",smartphones_cases,Phone Cases,Products > Electronics > Smartphones > Phone Cases,electronics,Electronics,0.4429,smartphones_cases|smartphones_screen_protectors|books_children_books_pop_up_books,Phone Cases|Screen Protectors|Pop-Up Books,0.4429|0.3402|0.2428,false,
B08FM84N7J,"FURTIME Dog Bed Crate Pad Ultra Soft Washable Kennel Bed 24/30/36/42 Inch Anti-Slip Crate Sleeping Mat for Large Medium Small Dogs and Cats (29"" x 21"")",pet_accessories_beds,Pet Beds,Products > Pet Products > Pet Accessories > Pet Beds,pet_products,Pet Products,0.6278,pet_accessories_beds|pet_accessories_collars|home_goods_decor_rugs,Pet Beds|Collars|Home Rugs,0.6278|0.4004|0.3300,false,
B078LFH4CC,"Rust-Oleum 306325 Rock-Solid Pearlescent Garage Floor Coating Kit, 70 Fl Oz (Pack of 1), Pearl Black",tool_storage_tool_benches,Tool Benches,Products > Tools > Tool Storage > Tool Benches,tools,Tools,0.2385,tool_storage_tool_benches|makeup_foundation|home_goods_furniture_outdoor,Tool Benches|Foundation|Outdoor Furniture,0.2385|0.2280|0.2085,true,low_confidence|ambiguous_top2
B01LXOPFWP,Razer Blackwidow Ultimate 2016 - Backlit Mechanical Gaming Keyboard with 10 Key Rollover (Renewed),computers_peripherals,Peripherals,Products > Electronics > Computers > Peripherals,electronics,Electronics,0.3573,computers_peripherals|hand_tools_hammers|hand_tools_screwdrivers,Peripherals|Hammers|Screwdrivers,0.3573|0.2140|0.1856,false,
B07QKVJLF2,"Pregnancy Test Early, Docalon 5 Count Clear and Accurate Results Over 99% Accurate HCG Early Pregnancy Test Detection Individually Sealed",books_children_books_early_readers,Early Readers,Products > Books > Children Books > Early Readers,books,Books,0.1071,books_children_books_early_readers|skin_care_moisturizers|makeup_foundation,Early Readers|Moisturizers|Foundation,0.1071|0.0989|0.0916,true,low_confidence|ambiguous_top2
B07B8YDWGS,2LUV Women's Stretchy 5 Pocket Skinny Color Uniform Pants Back to School Junior Clothing Apparel Khaki 1,mens_clothing_jeans,Jeans,Products > Clothing > Men's Clothing > Jeans,clothing,Clothing,0.5353,mens_clothing_jeans|kids_clothing_school_uniforms|footwear_sneakers,Jeans|School Uniforms|Sneakers,0.5353|0.4732|0.4618,false,
